iter	Passed	Remaining
942	9779532	591127
943	9791652	580860
944	9803678	570584
945	9815264	560279
946	9815789	549352
947	9827481	539060
948	9839681	528792
949	9851761	518513
950	9863558	508216
951	9876161	497957
952	9888892	487699
953	9901183	477415
954	9913653	467135
955	9924965	456797
956	9937997	446534
957	9949899	436216
958	9961800	425895
959	9973669	415569
960	9985924	405256
961	9998415	394947
962	10011559	384660
963	10017948	374114
964	10030096	363785
965	10042209	353452
966	10054583	343124
967	10066561	332778
968	10079034	322445
969	10091296	312101
970	10092425	301421
971	10104525	291076
972	10116771	280732
973	10129171	270388
974	10134990	259871
975	10147319	249524
976	10159651	239172
977	10171663	228810
978	10179761	218360
979	10192024	208000
980	10192172	197401
981	10203985	187038
982	10215313	176663
983	10227986	166308
984	10240413	155945
985	10252174	145568
986	10264913	135201
987	10276651	124817
988	10288210	114429
989	10299754	104037
990	10312171	93652
991	10324118	83259
992	10336969	72868
993	10349177	62469
994	10360893	52064
995	10373320	41659
996	10385917	31251
997	10398853	20839
998	10410211	10420
999	10423038	0
