iter	RMSE
914	0.5980696615
915	0.5917935351
916	0.5835740633
917	0.5789783993
918	0.5787530049
919	0.5752659925
920	0.5733721606
921	0.5659581281
922	0.56164862
923	0.558669773
924	0.5541980793
925	0.5488447848
926	0.5442126024
927	0.5403809687
928	0.5369016939
929	0.5322250107
930	0.5243338254
931	0.5215414755
932	0.5169671302
933	0.5116781841
934	0.5067292562
935	0.5037827978
936	0.4968213274
937	0.496072059
938	0.4904212649
939	0.4855349605
940	0.4823772065
941	0.4800939415
942	0.4798438424
943	0.4747403725
944	0.4717962725
945	0.4688080704
946	0.4657479439
947	0.4621687971
948	0.4578140174
949	0.4528601126
950	0.4480762036
951	0.4432010638
952	0.438277843
953	0.4333086555
954	0.4318320399
955	0.4279698199
956	0.4245255953
957	0.4200300337
958	0.4162792296
959	0.4123443047
960	0.4082341514
961	0.4046213344
962	0.4043538
963	0.401808939
964	0.3986499706
965	0.3962452749
966	0.3921178862
967	0.3879583339
968	0.3852778041
969	0.3814702
970	0.380282708
971	0.3759158886
972	0.3758108603
973	0.373030741
974	0.3689142836
975	0.3654954464
976	0.3627271697
977	0.3593094007
978	0.35671621
979	0.3528029777
980	0.3489976104
981	0.3474844141
982	0.3455138463
983	0.3430435279
984	0.339638894
985	0.3380851936
986	0.3380071595
987	0.335876311
988	0.3329210247
989	0.3292127412
990	0.3240489367
991	0.3216605986
992	0.3187387455
993	0.3168623895
994	0.3123839629
995	0.3102773427
996	0.3084874204
997	0.3065887415
998	0.3061165458
999	0.3028177944
