iter	RMSE
203	550.5915835
204	548.0789246
205	540.8469701
206	536.607324
207	530.8480387
208	527.8406156
209	522.2910241
210	516.8325257
211	508.0385876
212	504.3044348
213	502.3010573
214	494.0667098
215	488.7093627
216	485.672073
217	479.519176
218	479.4392316
219	473.8479154
220	469.9690737
221	464.4190926
222	464.3531559
223	455.1831522
224	451.9083372
225	448.2178524
226	444.7420813
227	440.4945841
228	433.7362911
229	432.77826
230	429.1441683
231	422.4505791
232	419.4626259
233	412.3823093
234	406.8347938
235	405.8394472
236	403.3578338
237	398.1782727
238	395.3947285
239	394.7773337
240	388.7945965
241	382.3720226
242	379.562898
243	374.7603013
244	372.36911
245	367.5362806
246	364.0036053
247	361.8784283
248	359.3161599
249	355.9911579
250	350.4337149
251	345.51544
252	343.4141964
253	337.6716029
254	334.1220196
255	332.9019529
256	331.5017875
257	327.0642623
258	325.6266724
259	323.2543547
260	320.6999108
261	320.3875775
262	315.5390208
263	311.6951567
264	308.1964186
265	305.2032001
266	302.184604
267	299.5215166
268	298.9918155
269	296.0937845
270	294.3302665
271	294.2812231
272	293.0293485
273	291.6021544
274	287.2214005
275	285.5667059
276	283.7581462
277	279.2951947
278	279.2331528
279	277.1540845
280	273.8851722
281	272.2384025
282	269.3021375
283	268.5246815
284	265.4296146
285	261.1944093
286	259.5458398
287	257.328293
288	253.7991471
289	249.9558902
290	246.8025275
291	244.9505845
292	242.8969393
293	241.0795864
294	238.3525375
295	235.6760699
296	233.7674753
297	232.2619361
298	228.7202622
299	226.0973872
300	224.5897002
301	221.4312602
302	219.9822896
303	217.3564489
304	217.2963065
305	214.5085305
306	212.2046233
307	210.8920632
308	210.1241929
309	208.1439472
310	207.1911201
311	207.1454691
312	204.8165703
313	202.9196767
314	201.406377
315	200.1921139
316	200.15848
317	199.3681366
318	196.5711105
319	194.0589595
320	192.1804165
321	190.2334127
322	188.0624201
323	186.9077975
324	184.8739001
325	184.1989068
326	181.9278751
327	179.4017182
328	179.361194
329	177.0561584
330	177.0229596
331	175.7097504
332	174.1716489
333	174.1130216
334	171.8987917
335	170.3607485
336	169.5352986
337	168.3014853
338	168.2747374
339	167.9513069
340	167.1583694
341	165.4480249
342	162.0102391
343	161.9952928
344	161.6213106
345	160.6755953
346	158.4931058
347	157.7575741
348	156.8058071
349	156.4784679
350	156.1872459
351	153.9408731
352	152.6750219
353	150.1745689
354	148.696679
355	147.8097892
356	146.1805014
357	144.7193519
358	143.1598083
359	142.1174925
360	140.1050977
361	139.1106502
362	137.735989
363	136.3345961
364	135.9422636
365	134.7390821
366	133.7309027
367	131.9626465
368	130.4715754
369	129.9117805
370	127.9292524
371	126.4514544
372	125.1974127
373	123.490245
374	122.8301984
375	121.6293293
376	120.5270879
377	118.9432211
378	118.1222346
379	117.5420668
380	115.7271161
381	114.0375629
382	113.6261279
383	112.7925059
384	111.3822288
385	110.0587623
386	110.0461385
387	109.4638969
388	108.8163019
389	108.0279281
390	106.6490613
391	104.7973838
392	103.8621639
393	102.9864001
394	102.3851195
395	101.1526929
396	100.7698657
397	99.94534232
398	98.74169321
399	97.2516317
400	96.60573771
401	95.73160676
402	94.70778795
403	94.69880198
404	94.01917469
405	93.50711954
406	92.70915365
407	91.9672419
408	90.72186768
409	89.82638304
410	88.42597471
411	87.66544812
412	86.73739522
413	86.02425678
414	84.98862989
415	83.93492163
416	83.21105687
417	82.4948637
418	82.01933788
419	81.05808303
420	80.59781237
421	80.20293678
422	79.07008898
423	78.44590701
424	77.72503882
425	76.0211867
426	75.5031256
427	74.57554741
428	74.22963533
429	73.80382212
430	72.62695322
431	72.34406669
432	71.98674865
433	71.0334304
434	70.04023572
435	69.68830086
436	68.91410327
437	68.6821726
438	67.76923848
439	67.19085454
440	66.81094818
441	66.18486531
442	65.2142976
443	65.10667679
444	64.17758223
445	63.55784708
446	63.15169367
447	63.13453945
448	62.87430352
449	62.58018624
450	62.3739172
451	61.58068983
452	60.77353241
453	60.36165611
454	60.25369829
455	59.66137012
456	58.65594118
457	58.18354112
458	57.4254932
459	57.41636497
460	57.21661535
461	57.11161202
462	57.10397008
463	56.90326501
464	56.63499545
465	56.3258535
466	55.84450478
467	55.37873334
468	55.3697469
469	55.07870553
470	54.40527421
471	53.89248395
472	53.35252792
473	52.94136024
474	52.87927216
475	52.09258103
476	51.29069328
477	51.28103947
478	50.74873696
479	50.34095305
480	49.86512093
481	49.28517035
482	48.99760047
483	48.73262914
484	48.23596978
485	47.72686045
486	47.13373362
487	46.77013927
488	46.38798639
489	46.08675625
490	45.8822118
491	45.78059869
492	45.25032269
493	44.81052474
494	44.58884524
495	43.98062911
496	43.51634884
497	43.05243417
498	42.46797216
499	42.41419369
500	42.07030617
501	41.76895588
502	41.31910754
503	41.04396338
504	40.63152385
505	40.18745427
506	39.71341611
507	39.45729677
508	39.26507927
509	38.60071546
510	38.29463702
511	37.88736938
512	37.42119141
513	37.04647758
514	37.03886028
515	36.77889311
516	36.45330463
517	35.91739746
518	35.91149221
519	35.65463028
520	35.54136201
521	35.19766815
522	35.06049619
523	35.05395033
524	35.01812892
525	34.57824598
526	34.01169444
527	33.81784158
528	33.40749379
529	33.04343114
530	33.04033689
531	32.53420853
532	32.32611426
533	32.11878194
534	32.11462694
535	32.11102816
536	31.69720222
537	31.39725465
538	31.27389024
539	30.80460565
540	30.72133247
541	30.46208778
542	30.35632557
543	30.20164359
544	30.19975951
545	30.00244943
546	29.77259243
547	29.56851892
548	29.42843574
549	29.35312763
550	29.30438666
551	29.11966569
552	28.74999888
553	28.39579908
554	27.97285915
555	27.66126162
556	27.55650719
557	27.45668727
558	27.11347406
559	26.85018108
560	26.71154969
561	26.58169091
562	26.39261647
563	26.15871836
564	25.95010128
565	25.77883295
566	25.39185529
567	25.26309145
568	25.02401676
569	24.8910747
570	24.58438959
571	24.42894036
572	24.34241596
573	24.15229319
574	23.92673357
575	23.72719262
576	23.65402741
577	23.61265067
578	23.50909042
579	23.37281772
580	23.32527349
581	23.17648549
582	23.03593297
583	22.82034492
584	22.66656239
585	22.28523223
586	22.00444627
587	21.86195252
588	21.8558499
589	21.73960539
590	21.45049125
591	21.11067027
592	20.83705038
593	20.62350564
594	20.37557771
595	20.21779446
596	20.11841427
597	20.02364333
598	19.92562655
599	19.83707407
600	19.62248378
601	19.53804474
602	19.49218427
603	19.22735745
604	19.01916851
605	18.78711622
606	18.61367641
607	18.38315401
608	18.23070101
609	18.03625335
610	17.9151828
611	17.80387737
612	17.71003945
613	17.49377278
614	17.35867747
615	17.30538528
616	17.24696447
617	17.2147303
618	17.00363914
619	16.77608781
620	16.55430567
621	16.45801969
622	16.29548574
623	16.05809724
624	16.02250315
625	15.92945295
626	15.85977664
627	15.70596706
628	15.54870063
629	15.35877679
630	15.34725926
631	15.21500245
632	15.02402099
633	14.88237509
634	14.67797572
635	14.56173939
636	14.45337811
637	14.4190266
638	14.17795505
639	14.08281767
640	13.93416882
641	13.79761199
642	13.65667505
643	13.50845502
644	13.40526298
645	13.3032582
646	13.13115811
647	13.09881943
648	13.02283432
649	12.88999326
650	12.79379466
651	12.65629053
652	12.51219781
653	12.38754587
654	12.31163977
655	12.18683389
656	12.09436228
657	12.00631193
658	11.91426782
659	11.83267091
660	11.76955038
661	11.70571194
662	11.70292446
663	11.68650667
664	11.53660677
665	11.43422752
666	11.36283833
667	11.32567509
668	11.18216436
669	11.134184
670	11.05017345
671	10.94415351
672	10.82820782
673	10.73374621
674	10.67995573
675	10.55279998
676	10.44694489
677	10.38725386
678	10.30248458
679	10.26028386
680	10.22747588
681	10.04291782
682	9.974216664
683	9.839859582
684	9.779176524
685	9.733639942
686	9.675799844
687	9.54995221
688	9.439138541
689	9.347101319
690	9.256616582
691	9.135892733
692	9.067346092
693	9.004759615
694	8.981151012
695	8.875978273
696	8.801105914
697	8.719751349
698	8.596051499
699	8.539951901
700	8.520738084
701	8.474329414
702	8.42554007
703	8.401904628
704	8.294236451
705	8.202706814
706	8.12427374
707	8.074587793
708	8.009163772
709	7.965785662
710	7.90576076
711	7.826360203
712	7.81628171
713	7.72793307
714	7.657772202
715	7.562430918
716	7.561749578
717	7.521753045
718	7.473217188
719	7.384504272
720	7.327298251
721	7.302490731
722	7.228881375
723	7.105207342
724	7.062824193
725	6.98680284
726	6.943634204
727	6.931786091
728	6.883363998
729	6.826711867
730	6.807933622
731	6.727346539
732	6.654064767
733	6.627496434
734	6.525534846
735	6.451162956
736	6.354174488
737	6.325064403
738	6.289728184
739	6.253447299
740	6.193966851
741	6.124364674
742	6.018959461
743	5.980192136
744	5.978255958
745	5.925648315
746	5.856148489
747	5.795641439
748	5.733488361
749	5.679234466
750	5.662429506
751	5.602920499
752	5.511196324
753	5.502271017
754	5.468857354
755	5.465652142
756	5.449265087
757	5.388430826
758	5.310573394
759	5.26639838
760	5.215036463
761	5.145781405
762	5.120993687
763	5.072839462
764	5.04705035
765	5.011175434
766	4.951944349
767	4.927403332
768	4.901017256
769	4.850988992
770	4.811436661
771	4.775043312
772	4.720354256
773	4.697014185
774	4.656266587
775	4.59299039
776	4.549487076
777	4.498826739
778	4.434951895
779	4.422136881
780	4.387100103
781	4.367280223
782	4.345915544
783	4.329123452
784	4.287454462
785	4.280593423
786	4.22342216
787	4.198541711
788	4.149340864
789	4.138507416
790	4.106478749
791	4.071043646
792	4.020147801
793	3.977570037
794	3.945682414
795	3.916724698
796	3.901322115
797	3.867351889
798	3.867142758
799	3.843539787
800	3.823891467
801	3.79286287
802	3.75060802
803	3.719788561
804	3.679877785
805	3.658574597
806	3.623515267
807	3.599437585
808	3.577081249
809	3.550108758
810	3.538672318
811	3.526692613
812	3.519879587
813	3.500390361
814	3.468068267
815	3.453440135
816	3.431048747
817	3.377294232
818	3.352676516
819	3.322877311
820	3.312498535
821	3.28602587
822	3.268613441
823	3.221432808
824	3.195810976
825	3.158338471
826	3.122325308
827	3.070215204
828	3.02685713
829	3.010556847
830	2.990229756
831	2.974303836
832	2.953135642
833	2.917802828
834	2.908469159
835	2.897762154
836	2.864671571
837	2.827045089
838	2.816368424
839	2.788803607
840	2.781287361
841	2.751023229
842	2.722887106
843	2.716491538
844	2.69090196
845	2.6548873
846	2.61839832
847	2.610427913
848	2.587690163
849	2.574761998
850	2.561601264
851	2.526100574
852	2.494020056
853	2.48863823
854	2.482880302
855	2.464193164
856	2.448943819
857	2.435202695
858	2.40472211
859	2.392024034
860	2.386839506
861	2.377155202
862	2.361376528
863	2.351590743
864	2.321291758
865	2.304191136
866	2.300754806
867	2.28751641
868	2.274326862
869	2.269150914
870	2.245861713
871	2.233444175
872	2.203019661
873	2.17193077
874	2.164409034
875	2.142777948
876	2.120445065
877	2.087182934
878	2.058378428
879	2.035119958
880	2.02813997
881	2.02563105
882	2.010428276
883	1.981885113
884	1.96206275
885	1.947051016
886	1.935601541
887	1.913366421
888	1.898411419
889	1.884033998
890	1.869071854
891	1.856805426
892	1.832791003
893	1.828787098
894	1.822226162
895	1.80442121
896	1.790581732
897	1.787031302
898	1.780140626
899	1.765316536
900	1.757627749
901	1.752572215
902	1.725876617
903	1.718864345
904	1.712483876
905	1.695046178
906	1.68927476
907	1.667487485
908	1.651773687
909	1.636462859
910	1.631283157
911	1.61566925
912	1.610361852
913	1.604958246
914	1.592234882
915	1.58080888
916	1.566749459
917	1.554002076
918	1.542133977
919	1.533932923
920	1.515314302
921	1.498556663
922	1.475001595
923	1.453798388
924	1.445444834
925	1.430685264
926	1.427606337
927	1.417787731
928	1.408466159
929	1.398204262
930	1.391663545
931	1.377575762
932	1.368003404
933	1.361144032
934	1.353409007
935	1.337516787
936	1.336838846
937	1.321330694
938	1.320547713
939	1.30452379
940	1.29363188
941	1.283776082
942	1.267412265
943	1.250982087
944	1.235334154
945	1.218970493
946	1.211583846
947	1.201414551
948	1.196214754
949	1.184539135
950	1.178393658
951	1.164581813
952	1.150581968
953	1.143492954
954	1.130767944
955	1.128755636
956	1.119543794
957	1.109586545
958	1.10951828
959	1.103679494
960	1.089574032
961	1.078040206
962	1.072216145
963	1.065361445
964	1.056232646
965	1.048135359
966	1.038937486
967	1.03024443
968	1.025262357
969	1.023730941
970	1.009502243
971	1.004401389
972	0.9938778914
973	0.9793438835
974	0.9724284463
975	0.9647448075
976	0.9573452806
977	0.9503647085
978	0.9464715547
979	0.9389120098
980	0.9263344385
981	0.9142236424
982	0.905561332
983	0.9016497135
984	0.8931173766
985	0.8917008163
986	0.8891413721
987	0.8860392253
988	0.8811809943
989	0.8689549056
990	0.8561436039
991	0.842555098
992	0.8392525306
993	0.8345843092
994	0.8239110574
995	0.8217971753
996	0.8151779281
997	0.8078681955
998	0.8071108469
999	0.7995499573
