iter	Passed	Remaining
470	5566721	6252220
471	5579070	6240994
472	5591766	6230149
473	5604531	6219374
474	5616984	6208246
475	5629307	6196968
476	5641938	6186024
477	5642206	6161572
478	5654594	6150404
479	5667936	6140264
480	5681231	6130060
481	5692610	6117785
482	5704986	6106579
483	5717213	6095211
484	5729806	6084227
485	5742322	6073156
486	5754444	6061663
487	5766936	6050555
488	5779909	6039946
489	5792668	6029104
490	5805482	6018310
491	5817936	6007137
492	5830486	5996058
493	5842793	5984723
494	5855676	5973973
495	5868595	5963249
496	5881385	5952387
497	5893840	5941180
498	5906321	5929993
499	5917587	5917587
500	5929597	5905926
501	5941241	5893901
502	5953730	5882711
503	5966302	5871599
504	5979032	5860635
505	5991316	5849229
506	6003692	5837910
507	6015784	5826310
508	6028462	5815275
509	6040284	5803410
510	6053113	5792509
511	6065695	5781365
512	6078691	5770610
513	6090920	5759119
514	6091122	5736299
515	6103205	5724712
516	6115691	5713499
517	6128142	5702248
518	6129613	5680817
519	6142469	5669971
520	6154946	5658770
521	6167458	5647596
522	6179596	5636075
523	6179918	5613818
524	6191973	5602261
525	6204704	5591311
526	6217522	5580433
527	6230434	5569630
528	6243652	5559093
529	6256419	5548145
530	6256436	5525930
531	6268998	5514832
532	6281510	5503687
533	6293502	5492082
534	6293572	5470114
535	6293883	5448436
536	6306079	5437084
537	6318541	5425959
538	6331070	5414885
539	6344444	5404526
540	6357718	5394071
541	6370344	5383058
542	6382698	5371810
543	6394952	5360474
544	6394962	5338913
545	6407004	5327435
546	6419823	5316599
547	6432041	5305260
548	6444518	5294130
549	6457292	5283239
550	6469858	5272171
551	6482192	5260910
552	6494603	5249706
553	6507530	5238914
554	6519877	5227649
555	6531461	5215771
556	6544256	5204857
557	6556813	5193748
558	6567963	5181524
559	6580479	5170376
560	6593779	5159838
561	6606530	5148861
562	6619442	5138003
563	6631198	5126245
564	6643728	5115083
565	6656555	5104143
566	6669795	5093512
567	6682421	5082404
568	6694886	5071170
569	6707046	5059702
570	6719317	5048314
571	6732364	5037503
572	6744303	5025860
573	6756670	5014532
574	6768897	5003097
575	6782048	4992340
576	6794700	4981210
577	6806975	4969798
578	6819985	4958918
579	6832505	4947676
580	6844944	4936371
581	6857744	4925321
582	6870197	4914018
583	6882687	4902735
584	6895228	4891486
585	6908155	4880505
586	6920796	4869316
587	6933211	4857964
588	6945184	4846299
589	6957444	4834834
590	6969714	4823372
591	6982374	4812176
592	6994862	4800858
593	7007761	4789816
